Application mode,Course,Daytime/evening attendance	,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Tuition fees up to date,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP
17,9254,1,125.0,19,19,7,5,118.0,1,0,19,6,10,4,12.25,6,9,3,12.333333333333334,9.4,-0.8,-3.12
39,9853,1,143.0,37,1,9,10,140.0,0,0,31,7,8,6,12.666666666666666,7,9,5,12.6,8.9,1.4,3.51
17,9670,1,118.0,19,38,7,9,113.5,1,0,19,6,9,5,13.5,6,6,6,14.0,12.4,0.5,1.79
1,9070,1,147.0,34,37,5,7,135.8,1,0,20,6,6,6,13.666666666666666,6,6,6,13.333333333333334,9.4,-0.8,-3.12
43,9070,1,135.0,19,19,9,9,122.8,1,1,20,6,8,3,11.0,6,8,2,11.333333333333334,10.8,1.4,1.74
7,9147,1,130.0,37,37,9,9,130.0,1,0,25,5,0,0,0.0,5,0,0,0.0,12.7,3.7,-1.7
17,9773,1,127.0,1,19,4,1,115.8,1,0,18,6,7,6,12.571428571428571,6,6,6,13.666666666666666,13.9,-0.3,0.79
7,9500,1,130.0,37,37,9,5,130.0,1,0,32,7,9,7,13.761111111111113,8,11,7,12.06375,15.5,2.8,-4.06
17,9853,1,158.0,38,37,5,5,140.2,1,0,18,6,9,5,11.0,6,9,4,11.25,10.8,1.4,1.74
1,9238,1,142.0,1,38,5,7,127.7,1,0,20,6,7,6,15.0,6,6,6,16.333333333333332,13.9,-0.3,0.79
39,9085,1,133.1,37,37,9,9,148.2,1,0,27,6,11,6,12.125,6,16,5,12.0,12.4,0.5,1.79
42,9500,1,150.0,19,1,9,3,110.0,1,1,33,14,20,14,13.072857142857144,14,20,14,13.072857142857144,9.4,-0.8,-3.12
44,9003,1,180.0,1,3,4,2,180.0,1,0,21,6,6,6,15.833333333333334,6,8,6,15.5,15.5,2.8,-4.06
1,171,1,137.0,1,3,5,2,133.9,1,1,19,0,0,0,0.0,0,0,0,0.0,12.7,3.7,-1.7
17,9853,1,143.0,37,37,9,5,127.3,1,0,18,6,7,5,11.8,6,7,5,11.4,10.8,1.4,1.74
1,9500,1,141.0,19,1,9,10,126.8,1,0,18,8,8,7,12.944285714285714,8,8,7,12.944285714285714,10.8,1.4,1.74
1,9085,1,130.0,1,38,5,5,122.3,1,0,18,5,10,5,14.333333333333334,5,8,5,13.0,9.4,-0.8,-3.12
39,9238,1,133.1,37,37,9,9,130.0,1,0,31,6,11,0,0.0,5,10,0,0.0,9.4,-0.8,-3.12
17,9119,1,130.0,38,19,7,3,119.9,1,1,20,5,5,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
17,9773,1,123.0,1,19,5,5,117.4,1,0,18,6,6,6,12.5,6,6,6,13.833333333333334,16.2,0.3,-0.92
17,9670,1,118.0,37,38,8,7,115.2,1,0,21,5,7,3,12.333333333333334,5,5,2,12.5,7.6,2.6,0.32
16,171,1,155.0,1,3,5,10,167.3,1,1,19,0,0,0,0.0,0,0,0,0.0,13.9,-0.3,0.79
1,9147,1,130.0,19,19,9,7,119.5,1,1,18,5,7,4,11.25,5,6,4,12.25,12.4,0.5,1.79
39,9254,1,133.1,19,19,3,1,101.5,0,1,34,6,6,0,0.0,6,6,0,0.0,15.5,2.8,-4.06
18,9147,1,115.0,1,37,5,5,108.7,1,0,21,5,8,3,12.0,5,9,3,12.666666666666666,9.4,-0.8,-3.12
1,9147,1,120.0,19,19,9,7,118.6,1,0,19,5,8,5,10.8,5,9,4,11.25,16.2,0.3,-0.92
43,9238,1,110.0,37,37,9,7,112.5,1,0,53,7,16,6,11.0,7,9,7,11.0,9.4,-0.8,-3.12
1,9773,1,110.0,19,38,3,5,117.4,1,0,20,6,7,6,13.833333333333334,6,6,6,12.833333333333334,11.1,0.6,2.02
43,9991,0,100.0,37,37,9,9,128.2,1,1,46,10,13,9,12.2,10,12,10,12.8,7.6,2.6,0.32
1,9085,1,135.0,3,2,4,3,121.0,1,0,18,5,14,3,12.333333333333334,5,8,5,11.6,9.4,-0.8,-3.12
1,171,1,125.0,19,19,5,4,136.2,1,1,21,12,12,11,11.545454545454543,11,18,9,11.7,8.9,1.4,3.51
39,9500,1,110.0,1,37,9,9,126.0,1,1,27,7,7,7,14.085714285714284,7,7,7,14.085714285714284,7.6,2.6,0.32
1,9773,1,128.0,1,19,9,7,118.2,1,0,19,6,6,6,11.666666666666666,6,6,6,11.5,12.7,3.7,-1.7
7,9991,0,140.0,37,37,6,6,140.0,1,0,26,5,5,5,14.0,5,5,5,15.6,12.4,0.5,1.79
17,171,1,147.0,19,1,5,4,137.6,1,0,20,0,0,0,0.0,0,0,0,0.0,12.7,3.7,-1.7
1,9085,1,123.0,19,37,9,9,124.1,1,0,20,5,13,5,14.0,5,10,3,12.0,9.4,-0.8,-3.12
1,9773,1,117.0,1,37,5,9,118.4,1,1,19,6,8,6,11.833333333333334,6,11,3,13.0,15.5,2.8,-4.06
17,9147,1,118.0,37,1,9,7,117.0,0,1,23,5,9,3,10.0,5,9,3,12.333333333333334,9.4,-0.8,-3.12
1,9773,1,128.0,34,19,3,0,141.0,0,0,20,6,10,4,12.0,6,15,3,10.666666666666666,7.6,2.6,0.32
7,9500,1,120.0,1,1,7,10,120.0,0,1,23,7,0,0,0.0,8,0,0,0.0,12.7,3.7,-1.7
17,9670,1,133.1,1,19,141,114,140.0,1,0,22,6,6,6,15.166666666666666,6,6,6,16.0,13.9,-0.3,0.79
1,171,1,124.0,19,1,9,9,121.2,1,1,20,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74
7,9130,1,120.0,3,3,1,1,128.2,1,0,33,5,11,2,11.5,5,8,2,12.0,9.4,-0.8,-3.12
1,171,1,137.0,19,19,5,5,134.6,1,0,19,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74
1,9500,1,127.0,3,1,2,9,119.3,1,0,20,7,7,7,14.105714285714289,8,8,8,13.6625,11.1,0.6,2.02
17,9147,1,122.0,12,19,4,8,117.8,1,0,20,5,10,5,13.5,5,8,5,12.333333333333334,13.9,-0.3,0.79
1,9500,1,152.0,19,37,3,8,156.9,1,0,18,7,10,7,14.668,8,8,8,14.63375,15.5,2.8,-4.06
17,9130,1,130.0,3,19,2,9,115.9,1,0,18,5,14,2,12.0,5,6,5,12.6,9.4,-0.8,-3.12
15,9238,1,150.0,3,37,2,8,132.5,0,0,20,6,9,5,13.0,6,7,6,13.5,13.9,-0.3,0.79
43,9254,1,138.6,34,34,0,0,138.6,1,1,20,6,10,4,11.5,6,11,3,11.666666666666666,7.6,2.6,0.32
17,171,1,125.0,3,39,2,5,117.0,1,1,22,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74
1,9085,1,105.0,19,37,8,8,102.6,1,0,21,6,13,4,12.0,6,17,2,11.5,11.1,0.6,2.02
39,9085,1,120.0,19,19,1,4,130.0,1,0,29,5,8,5,15.333333333333334,5,6,5,15.4,9.4,-0.8,-3.12
1,9254,1,117.0,19,19,9,9,116.3,1,0,24,6,9,4,12.6,6,6,4,11.5,12.7,3.7,-1.7
39,9147,1,120.0,37,37,9,9,110.0,0,1,32,5,9,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
17,8014,0,141.0,34,34,0,0,136.1,1,0,24,6,7,6,12.833333333333334,6,8,6,12.0,7.6,2.6,0.32
44,9130,1,120.0,3,1,2,4,120.0,1,0,20,6,6,0,0.0,6,6,0,0.0,12.4,0.5,1.79
17,9670,1,125.0,38,1,9,7,125.0,1,1,20,6,8,4,14.25,6,10,5,14.0,10.8,1.4,1.74
43,9119,1,146.0,3,1,2,3,100.0,1,1,18,5,9,4,12.25,5,11,3,11.666666666666666,13.9,-0.3,0.79
39,9991,0,133.1,37,19,9,10,150.0,1,1,47,5,8,4,10.0,5,8,4,12.5,9.4,-0.8,-3.12
17,9254,1,128.0,19,38,9,9,118.2,1,0,19,5,5,0,0.0,6,0,0,0.0,8.9,1.4,3.51
53,9085,1,140.0,1,1,5,5,143.3,0,0,23,12,19,9,13.666666666666666,9,15,6,13.5,8.9,1.4,3.51
43,8014,0,100.0,34,34,0,0,113.0,1,0,30,9,11,9,12.666666666666666,7,7,7,12.142857142857142,7.6,2.6,0.32
17,9254,1,107.0,12,19,5,5,102.8,1,0,20,6,16,1,10.0,6,12,0,0.0,10.8,1.4,1.74
39,9991,0,133.1,19,38,9,9,102.5,0,1,27,5,10,0,0.0,5,5,0,0.0,15.5,2.8,-4.06
1,9500,1,138.0,19,19,9,5,124.8,1,0,18,8,8,7,13.414285714285716,8,8,7,13.414285714285716,12.7,3.7,-1.7
1,9991,0,143.0,5,1,4,4,131.5,1,1,19,5,11,4,11.0,5,8,4,12.25,15.5,2.8,-4.06
17,9147,1,145.0,37,37,9,9,132.0,1,0,19,5,7,4,12.5,5,8,4,10.0,7.6,2.6,0.32
1,9085,1,140.0,37,38,9,7,137.0,1,0,18,5,12,5,13.142857142857142,5,6,5,11.4,9.4,-0.8,-3.12
1,9500,1,131.0,1,1,9,9,122.0,1,0,19,8,8,7,15.0,8,8,7,15.0,12.7,3.7,-1.7
39,8014,0,133.1,19,37,9,9,151.5,0,1,45,6,7,0,0.0,5,5,0,0.0,16.2,0.3,-0.92
39,9500,1,130.0,2,2,1,1,130.0,1,0,29,8,8,7,14.257142857142856,8,8,7,14.257142857142856,12.7,3.7,-1.7
1,171,1,168.0,38,37,9,8,155.1,0,1,18,0,0,0,0.0,0,0,0,0.0,12.7,3.7,-1.7
39,8014,0,133.1,34,34,0,0,100.0,0,0,37,5,9,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
1,9119,1,133.0,3,1,3,4,121.8,1,1,18,5,9,4,12.0,5,10,2,11.0,8.9,1.4,3.51
15,9119,1,133.1,1,3,5,8,100.0,1,1,21,5,5,0,0.0,6,8,0,0.0,11.1,0.6,2.02
18,9147,1,131.0,34,34,90,90,131.0,1,1,22,5,11,3,13.666666666666666,5,10,3,11.333333333333334,9.4,-0.8,-3.12
39,9773,1,100.0,37,37,9,9,133.0,1,1,47,6,8,5,11.4,6,10,6,11.666666666666666,12.7,3.7,-1.7
1,9130,1,133.0,3,1,2,4,126.0,1,1,18,5,7,3,13.666666666666666,5,5,5,13.2,7.6,2.6,0.32
17,9254,1,123.0,37,37,7,7,113.9,1,0,18,6,6,6,13.166666666666666,6,6,6,12.666666666666666,11.1,0.6,2.02
17,9238,1,144.0,3,1,2,3,126.9,1,0,19,6,8,5,10.6,6,11,4,10.5,15.5,2.8,-4.06
1,9238,1,133.1,1,1,3,4,112.0,1,1,19,6,7,6,12.166666666666666,6,6,6,12.166666666666666,12.4,0.5,1.79
1,9853,1,132.0,2,19,4,4,125.0,1,0,18,6,9,5,12.6,6,8,5,11.4,9.4,-0.8,-3.12
17,171,1,129.0,38,37,4,6,128.0,0,1,20,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12
39,9119,1,120.0,37,37,9,9,116.0,1,1,34,5,14,1,17.0,5,10,2,11.0,9.4,-0.8,-3.12
44,9085,1,140.0,1,19,9,9,140.0,1,0,20,6,13,6,12.555555555555555,6,11,5,11.8,16.2,0.3,-0.92
51,9773,1,135.0,1,42,5,3,110.0,1,1,23,6,7,6,13.333333333333334,6,6,4,12.75,11.1,0.6,2.02
17,9254,1,125.0,1,19,4,7,116.6,1,1,19,6,8,5,12.666666666666666,6,10,6,12.857142857142858,16.2,0.3,-0.92
1,9119,1,120.0,3,1,123,152,116.9,1,1,18,5,9,1,13.0,5,5,0,0.0,8.9,1.4,3.51
17,9500,1,138.0,1,38,5,8,132.8,1,0,18,7,9,6,12.385714285714286,8,9,8,13.755555555555556,13.9,-0.3,0.79
17,9085,1,134.0,19,37,2,7,131.2,1,0,19,5,8,1,11.0,5,6,5,11.2,7.6,2.6,0.32
17,9853,1,160.0,1,38,4,10,144.3,1,0,18,6,10,4,13.0,6,9,5,13.666666666666666,9.4,-0.8,-3.12
39,8014,0,150.0,37,37,7,5,143.0,1,0,40,9,9,9,15.88888888888889,7,7,7,14.142857142857142,12.7,3.7,-1.7
1,9773,1,150.0,19,38,9,5,143.0,1,0,18,6,6,5,13.0,6,6,6,13.666666666666666,12.7,3.7,-1.7
43,9130,1,125.0,39,3,3,2,125.0,1,0,21,5,6,0,0.0,5,6,4,13.75,10.8,1.4,1.74
1,9500,1,99.0,1,3,5,10,100.0,1,1,19,7,9,7,11.975,8,9,7,13.12857142857143,13.9,-0.3,0.79
17,171,1,125.0,1,1,7,3,143.9,1,0,20,0,0,0,0.0,0,0,0,0.0,15.5,2.8,-4.06
1,171,1,116.0,38,1,5,1,111.1,1,1,21,0,0,0,0.0,0,0,0,0.0,13.9,-0.3,0.79
1,9085,1,130.0,9,19,4,1,134.2,1,0,20,5,13,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
1,9500,1,136.0,1,19,4,9,131.1,1,0,19,7,9,6,13.411428571428573,8,12,7,13.294444444444444,15.5,2.8,-4.06
1,9670,1,124.0,19,37,5,7,119.1,1,1,20,5,7,4,11.0,5,7,4,11.5,9.4,-0.8,-3.12
17,9085,1,118.0,1,38,4,7,122.2,1,0,20,6,7,6,15.428571428571429,6,7,6,13.5,13.9,-0.3,0.79
17,9500,1,131.0,19,37,9,9,123.8,1,0,19,7,0,0,0.0,8,0,0,0.0,15.5,2.8,-4.06
1,9254,1,120.0,37,37,9,7,127.0,1,0,18,6,10,6,11.666666666666666,6,10,4,12.25,9.4,-0.8,-3.12
1,9500,1,141.0,37,38,6,6,125.6,1,0,22,7,9,6,13.081666666666669,8,12,6,13.15,11.1,0.6,2.02
17,9070,1,126.0,19,38,9,7,118.7,1,0,18,6,7,5,11.8,6,6,6,12.666666666666666,16.2,0.3,-0.92
18,9500,1,131.0,19,1,4,7,127.5,1,0,18,7,7,7,13.457142857142856,8,8,8,14.5125,13.9,-0.3,0.79
17,9500,1,150.0,1,37,1,1,131.5,1,0,19,8,8,7,13.925714285714283,8,8,7,13.925714285714283,10.8,1.4,1.74
1,9130,1,138.0,4,5,2,2,123.0,1,0,21,5,12,1,11.0,5,9,2,10.5,12.7,3.7,-1.7
1,9500,1,144.0,19,19,5,5,130.3,1,0,18,8,8,7,13.814285714285717,8,8,7,13.814285714285717,12.7,3.7,-1.7
17,9500,1,136.0,1,1,4,9,128.5,1,0,18,7,7,6,12.766666666666666,7,7,6,12.766666666666666,7.6,2.6,0.32
43,9773,1,137.0,38,37,9,5,127.9,1,0,20,6,6,6,11.833333333333334,6,7,6,12.857142857142858,15.5,2.8,-4.06
1,9085,1,133.1,37,38,7,5,106.0,1,0,21,6,13,6,16.153846153846153,6,10,6,15.75,15.5,2.8,-4.06
1,9500,1,142.0,38,37,5,7,128.8,1,0,18,7,7,6,14.233333333333334,7,7,6,14.233333333333334,7.6,2.6,0.32
42,9003,1,120.0,3,1,2,6,128.2,1,1,24,9,13,8,13.333333333333334,10,12,9,13.11111111111111,16.2,0.3,-0.92
39,9670,1,133.1,19,19,3,3,125.3,1,1,30,6,0,0,0.0,6,0,0,0.0,12.4,0.5,1.79
42,9853,1,120.0,37,38,3,3,113.7,1,0,20,6,8,5,11.0,6,10,3,10.666666666666666,12.7,3.7,-1.7
1,9254,1,129.0,1,1,4,2,126.2,0,0,21,6,7,6,13.428571428571429,6,8,6,11.333333333333334,8.9,1.4,3.51
1,9853,1,136.0,38,37,9,9,126.9,1,0,19,7,7,7,13.285714285714286,7,7,7,14.428571428571429,11.1,0.6,2.02
51,9147,1,130.0,19,38,9,8,115.7,1,1,20,5,7,5,11.0,5,7,3,10.0,8.9,1.4,3.51
17,9147,1,145.0,19,38,4,4,132.1,1,1,21,5,10,1,10.0,5,5,0,0.0,11.1,0.6,2.02
39,9991,0,160.0,37,19,9,9,160.0,1,0,31,5,13,4,10.5,5,10,4,10.5,15.5,2.8,-4.06
39,9991,0,140.0,1,19,9,9,139.0,1,0,27,5,5,5,15.8,5,5,5,14.8,8.9,1.4,3.51
1,9070,1,139.0,3,19,1,5,138.3,1,0,19,6,6,6,14.666666666666666,6,6,6,13.166666666666666,9.4,-0.8,-3.12
17,9254,1,124.0,3,3,3,3,126.1,1,0,20,5,5,5,11.4,6,11,1,11.0,10.8,1.4,1.74
1,9670,1,122.0,1,19,4,4,116.1,1,1,19,6,10,6,13.125,6,9,6,12.714285714285714,11.1,0.6,2.02
18,9500,1,126.0,37,19,5,5,119.3,1,0,19,8,9,8,13.78125,8,9,8,13.78125,9.4,-0.8,-3.12
17,9147,1,133.0,19,38,5,6,123.2,1,1,20,5,7,3,12.666666666666666,5,12,2,12.5,9.4,-0.8,-3.12
17,9773,1,153.0,34,34,99,99,133.1,1,0,19,6,8,6,12.166666666666666,6,8,5,12.4,9.4,-0.8,-3.12
44,9085,1,150.0,29,10,6,6,150.0,1,0,21,6,0,0,0.0,6,0,0,0.0,10.8,1.4,1.74
1,9238,1,143.0,38,34,9,9,133.6,1,0,18,6,9,5,11.4,6,8,5,10.8,9.4,-0.8,-3.12
1,9238,1,117.0,1,19,4,7,113.5,1,0,18,6,6,6,13.166666666666666,6,7,6,14.142857142857142,11.1,0.6,2.02
53,9085,1,130.0,38,38,9,9,128.8,1,0,21,10,12,8,12.875,9,14,5,13.4,8.9,1.4,3.51
39,9670,1,120.0,1,19,4,5,100.0,1,0,25,5,7,4,10.5,5,7,5,11.6,9.4,-0.8,-3.12
1,171,1,127.0,37,38,9,9,120.7,1,1,18,0,0,0,0.0,0,0,0,0.0,7.6,2.6,0.32
1,9147,1,133.0,19,37,9,9,129.9,1,1,18,5,5,5,11.6,5,5,5,13.2,12.4,0.5,1.79
1,9070,1,131.0,3,3,3,3,135.9,1,0,21,6,8,6,12.571428571428571,6,8,6,11.625,13.9,-0.3,0.79
1,9254,1,123.0,38,19,9,4,117.8,1,1,19,6,10,4,12.75,6,12,2,13.0,10.8,1.4,1.74
1,9773,1,120.0,1,1,9,9,119.0,0,0,18,6,6,6,12.0,6,6,2,11.0,11.1,0.6,2.02
7,9070,1,140.0,37,2,9,3,140.0,0,0,23,3,3,2,10.0,6,0,0,0.0,10.8,1.4,1.74
1,9773,1,140.0,1,39,4,1,128.1,1,1,21,6,6,5,11.8,6,9,0,0.0,16.2,0.3,-0.92
1,171,1,127.0,2,19,5,5,139.6,0,1,18,0,0,0,0.0,0,0,0,0.0,13.9,-0.3,0.79
44,9238,1,140.0,1,1,5,5,143.4,1,0,21,6,6,6,14.833333333333334,6,7,6,12.571428571428571,13.9,-0.3,0.79
17,9130,1,147.0,4,1,2,10,141.8,1,0,19,6,8,6,13.0,6,9,4,12.8,13.9,-0.3,0.79
17,9500,1,150.0,38,37,9,9,130.8,1,1,22,7,7,7,14.842857142857142,8,9,8,15.055555555555555,16.2,0.3,-0.92
16,9556,1,137.0,37,37,9,7,122.7,1,0,18,7,7,7,15.285714285714286,8,8,8,16.075,12.4,0.5,1.79
39,9500,1,120.0,1,3,175,121,105.9,1,0,35,3,4,3,11.816666666666668,3,3,3,11.333333333333334,11.1,0.6,2.02
51,9991,0,120.0,1,4,4,10,118.1,1,1,28,15,17,13,12.0,13,13,9,11.333333333333334,8.9,1.4,3.51
44,9085,1,140.0,1,2,3,3,140.0,1,0,20,6,7,6,14.285714285714286,6,9,3,13.0,13.9,-0.3,0.79
42,9119,1,140.0,3,3,3,2,133.6,1,1,22,5,0,0,0.0,5,0,0,0.0,10.8,1.4,1.74
1,9238,1,117.0,19,1,9,8,110.0,0,0,18,6,0,0,0.0,6,0,0,0.0,11.1,0.6,2.02
17,9500,1,138.0,1,19,7,8,129.3,1,0,18,7,8,6,13.271666666666668,8,11,7,12.94375,12.4,0.5,1.79
17,9773,1,125.0,3,3,2,3,118.0,1,1,19,6,12,4,10.8,6,14,3,11.0,13.9,-0.3,0.79
43,9991,0,140.0,37,37,9,9,135.8,1,1,25,15,16,15,10.8,14,14,14,11.357142857142858,9.4,-0.8,-3.12
42,9119,1,136.0,1,37,5,5,117.5,1,1,19,5,6,4,11.8,5,7,2,11.5,15.5,2.8,-4.06
39,9254,1,133.1,19,19,4,6,130.5,1,0,38,6,0,0,0.0,6,0,0,0.0,15.5,2.8,-4.06
1,9773,1,140.0,37,37,9,9,142.5,1,0,18,6,6,6,13.333333333333334,6,9,5,13.2,9.4,-0.8,-3.12
43,9254,1,135.0,3,3,2,2,122.1,1,1,19,6,14,3,12.5,6,9,4,11.0,12.7,3.7,-1.7
17,9670,1,110.0,1,37,7,7,111.1,0,0,18,6,6,6,12.333333333333334,6,8,5,13.6,8.9,1.4,3.51
17,9085,1,129.0,1,37,9,9,118.2,1,0,18,5,7,4,13.25,5,8,5,15.571428571428571,10.8,1.4,1.74
1,171,1,138.0,19,19,5,1,130.7,1,0,18,0,0,0,0.0,0,0,0,0.0,13.9,-0.3,0.79
17,9773,1,136.0,3,1,2,3,132.5,1,0,19,6,7,6,12.5,6,7,6,12.5,10.8,1.4,1.74
17,9853,1,119.0,37,38,9,9,125.0,1,0,21,6,9,5,12.0,6,8,5,11.2,10.8,1.4,1.74
44,9070,1,123.9,37,1,9,7,123.9,1,1,20,7,9,5,12.6,9,10,8,12.75,16.2,0.3,-0.92
1,9500,1,138.0,4,19,2,3,124.7,1,1,18,7,0,0,0.0,8,0,0,0.0,16.2,0.3,-0.92
7,9238,1,130.0,34,34,99,99,130.0,1,0,41,6,0,0,0.0,6,0,0,0.0,11.1,0.6,2.02
17,9556,1,115.0,19,2,5,3,112.2,1,0,20,7,7,7,13.785714285714286,8,8,8,14.1,12.4,0.5,1.79
1,9773,1,141.0,30,37,7,7,128.4,0,0,18,6,8,5,13.0,6,8,5,11.4,7.6,2.6,0.32
1,9853,1,152.0,19,19,9,5,154.1,1,0,18,6,6,6,13.333333333333334,6,7,6,12.571428571428571,12.7,3.7,-1.7
39,8014,0,150.0,37,38,3,7,134.5,1,0,28,6,8,5,11.833333333333334,6,6,6,13.0,16.2,0.3,-0.92
1,8014,0,120.0,1,37,7,3,122.8,1,0,23,6,13,2,10.0,5,12,1,10.0,9.4,-0.8,-3.12
18,9853,1,123.0,19,19,9,7,117.4,1,0,19,6,0,0,0.0,6,0,0,0.0,11.1,0.6,2.02
17,9085,1,120.0,19,38,4,8,122.5,0,1,19,6,11,5,13.6,6,11,5,13.666666666666666,11.1,0.6,2.02
17,9773,1,115.0,37,37,9,8,116.1,1,0,18,6,7,6,13.857142857142858,6,7,6,14.285714285714286,13.9,-0.3,0.79
43,9238,1,120.0,37,37,9,9,110.0,1,0,34,6,13,4,11.25,6,8,4,13.75,13.9,-0.3,0.79
1,9238,1,124.0,1,1,4,4,118.8,1,1,19,6,12,4,12.25,6,9,6,11.0,9.4,-0.8,-3.12
17,9119,1,117.0,1,2,3,2,119.8,1,1,19,5,10,2,11.0,6,10,0,0.0,11.1,0.6,2.02
43,9500,1,133.1,34,34,0,0,110.0,1,1,27,7,7,0,0.0,7,7,0,0.0,7.6,2.6,0.32
1,9773,1,139.0,38,38,9,9,145.0,1,0,18,6,6,6,13.333333333333334,6,6,6,13.333333333333334,9.4,-0.8,-3.12
18,9147,1,119.0,37,37,7,7,112.0,0,1,20,5,5,0,0.0,5,0,0,0.0,9.4,-0.8,-3.12
17,171,1,145.0,4,4,3,3,143.6,1,1,19,12,12,10,12.7,11,16,10,12.272727272727272,8.9,1.4,3.51
39,9500,1,133.1,38,38,2,10,120.0,1,0,37,7,9,2,10.75,7,9,0,0.0,16.2,0.3,-0.92
1,9254,1,120.0,19,1,9,8,117.2,1,1,21,6,8,3,12.0,6,9,1,11.0,15.5,2.8,-4.06
17,9238,1,126.0,37,19,9,8,116.9,1,0,21,6,11,6,10.375,6,12,3,11.666666666666666,12.7,3.7,-1.7
17,9670,1,138.0,1,1,4,8,123.0,0,1,20,6,7,5,12.4,6,8,4,13.0,13.9,-0.3,0.79
7,9991,0,140.0,37,37,9,9,140.0,1,1,27,5,6,4,13.5,5,6,4,13.75,7.6,2.6,0.32
44,9238,1,140.0,1,1,3,5,141.7,1,0,20,6,6,6,12.833333333333334,6,6,6,12.833333333333334,13.9,-0.3,0.79
17,9119,1,133.1,1,2,3,3,117.0,1,1,21,5,10,5,11.166666666666666,5,10,3,10.8,12.4,0.5,1.79
39,9991,0,120.0,37,37,9,9,120.7,1,0,39,5,6,5,11.0,5,5,5,13.2,7.6,2.6,0.32
1,9130,1,136.0,19,19,90,8,133.9,0,1,20,5,7,4,13.0,5,11,3,12.0,10.8,1.4,1.74
1,9500,1,147.0,3,1,4,3,136.7,1,0,18,7,7,7,13.995714285714287,8,9,8,14.955555555555556,11.1,0.6,2.02
1,9773,1,154.0,37,37,9,7,150.2,1,0,18,6,6,6,14.5,6,6,6,14.666666666666666,16.2,0.3,-0.92
39,8014,0,155.0,19,37,4,5,117.5,1,0,34,6,6,4,13.25,6,6,0,0.0,12.7,3.7,-1.7
17,171,1,131.0,2,1,3,3,148.9,1,0,20,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12
1,9147,1,146.0,3,1,3,10,138.7,1,1,18,5,0,0,0.0,5,0,0,0.0,8.9,1.4,3.51
1,9500,1,142.0,38,37,9,5,127.3,1,0,18,8,8,7,15.075714285714286,8,8,7,15.075714285714286,10.8,1.4,1.74
1,9254,1,136.0,1,1,9,4,123.4,1,0,18,6,9,6,13.571428571428571,6,6,6,12.166666666666666,8.9,1.4,3.51
7,9556,1,190.0,5,5,2,2,190.0,1,1,43,4,4,4,13.875,1,1,1,12.5,11.1,0.6,2.02
1,9070,1,133.1,1,37,5,9,143.0,1,0,21,6,9,5,11.4,6,8,5,12.2,12.7,3.7,-1.7
18,9556,1,126.0,3,3,2,2,115.5,1,1,18,7,11,6,13.433333333333332,7,10,4,13.6,8.9,1.4,3.51
1,9085,1,158.0,1,19,9,9,153.6,1,0,18,6,7,6,15.666666666666666,6,8,6,15.285714285714286,8.9,1.4,3.51
7,9238,1,150.0,37,37,191,192,150.0,1,0,31,6,12,5,12.5,6,10,5,14.6,12.7,3.7,-1.7
17,9238,1,148.0,1,1,4,9,129.8,1,0,20,6,11,5,10.6,6,11,4,10.4,15.5,2.8,-4.06
17,171,1,133.0,1,1,6,7,134.8,1,0,18,0,0,0,0.0,0,0,0,0.0,12.4,0.5,1.79
17,9147,1,120.0,37,38,9,9,115.5,0,1,19,5,8,4,12.5,5,9,5,10.5,8.9,1.4,3.51
39,9085,1,133.1,34,34,99,99,128.2,0,1,27,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32
43,9238,1,129.0,34,30,0,5,118.9,1,1,22,6,11,0,0.0,5,10,0,0.0,9.4,-0.8,-3.12
17,9500,1,142.0,38,1,5,4,136.6,1,0,18,7,7,7,13.464285714285714,8,9,8,14.788888888888888,12.4,0.5,1.79
44,9003,1,150.0,1,38,4,9,150.0,1,1,20,6,18,3,12.0,6,17,3,11.666666666666666,15.5,2.8,-4.06
17,9147,1,114.0,19,19,9,7,107.7,1,0,19,5,7,2,10.0,5,11,2,14.0,10.8,1.4,1.74
1,171,1,114.0,3,29,3,5,111.9,0,1,18,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12
43,9773,1,127.0,19,1,5,5,117.6,1,0,18,6,6,0,0.0,6,10,3,11.0,16.2,0.3,-0.92
1,9254,1,136.0,3,3,2,2,128.7,1,1,19,6,7,6,14.428571428571429,6,6,6,12.5,8.9,1.4,3.51
1,9254,1,128.0,19,1,7,10,116.5,1,0,18,6,7,6,13.428571428571429,6,6,6,12.666666666666666,8.9,1.4,3.51
